"","downloaded","data_id","item_kind","category","item_id","item_definition","english_gloss","uni_lemma","child_id","age","value"
"770","2024-08-13",343304,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60309,20,"produces"
"771","2024-08-13",343305,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60310,20,"produces"
"772","2024-08-13",343306,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60311,20,"produces"
"773","2024-08-13",343307,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60312,20,""
"774","2024-08-13",343308,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60313,20,""
"775","2024-08-13",343309,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60314,20,""
"776","2024-08-13",343310,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60315,20,""
"777","2024-08-13",343311,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60316,20,""
"778","2024-08-13",343312,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60317,20,""
"779","2024-08-13",343313,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60318,20,NA
"780","2024-08-13",343314,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60319,20,""
"781","2024-08-13",343315,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60320,20,""
"782","2024-08-13",343316,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60321,20,"produces"
"783","2024-08-13",343317,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60322,20,"produces"
"784","2024-08-13",343318,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60323,20,""
"785","2024-08-13",343319,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60324,20,""
"786","2024-08-13",343320,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60325,20,""
"787","2024-08-13",343321,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60326,20,""
"788","2024-08-13",343322,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60327,20,""
"789","2024-08-13",343323,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60328,20,"produces"
"790","2024-08-13",343324,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60329,20,"produces"
"791","2024-08-13",343325,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60330,21,""
"792","2024-08-13",343326,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60331,21,""
"793","2024-08-13",343327,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60332,21,""
"794","2024-08-13",343328,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60333,21,"produces"
"795","2024-08-13",343329,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60334,21,""
"796","2024-08-13",343330,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60335,21,""
"797","2024-08-13",343331,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60336,21,"produces"
"798","2024-08-13",343332,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60337,21,"produces"
"799","2024-08-13",343333,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60338,21,""
"800","2024-08-13",343334,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60339,21,""
"801","2024-08-13",343335,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60340,21,""
"802","2024-08-13",343336,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60341,21,""
"803","2024-08-13",343337,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60342,21,""
"804","2024-08-13",343338,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60343,21,""
"805","2024-08-13",343339,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60344,21,"produces"
"806","2024-08-13",343340,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60345,21,""
"807","2024-08-13",343341,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60346,21,""
"808","2024-08-13",343342,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60347,21,""
"809","2024-08-13",343343,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60348,21,""
"810","2024-08-13",343344,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60349,21,""
"811","2024-08-13",343345,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60350,21,""
"812","2024-08-13",343346,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60351,21,""
"813","2024-08-13",343347,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60352,21,"produces"
"814","2024-08-13",343348,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60353,21,""
"815","2024-08-13",343349,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60354,21,""
"816","2024-08-13",343350,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60355,21,""
"817","2024-08-13",343351,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60356,21,"produces"
"818","2024-08-13",343352,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60357,21,"produces"
"819","2024-08-13",343353,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60358,21,""
"820","2024-08-13",343354,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60359,21,"produces"
"821","2024-08-13",343355,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60360,21,""
"822","2024-08-13",343356,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60361,21,""
"823","2024-08-13",343357,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60362,21,""
"824","2024-08-13",343358,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60363,21,"produces"
"825","2024-08-13",343359,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60364,21,""
"826","2024-08-13",343360,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60365,21,"produces"
"827","2024-08-13",343361,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60366,21,""
"828","2024-08-13",343362,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60367,21,"produces"
"829","2024-08-13",343363,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60368,21,"produces"
"830","2024-08-13",343364,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60369,21,""
"831","2024-08-13",343365,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60370,21,""
"832","2024-08-13",343366,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60371,21,""
"833","2024-08-13",343367,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60372,21,"produces"
"834","2024-08-13",343368,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60373,21,""
"835","2024-08-13",343369,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60374,21,"produces"
"836","2024-08-13",343370,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60375,21,""
"837","2024-08-13",343371,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60376,21,""
"838","2024-08-13",343372,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60377,21,"produces"
"839","2024-08-13",343373,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60378,21,"produces"
"840","2024-08-13",343374,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60379,21,"produces"
"841","2024-08-13",343375,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60380,21,""
"842","2024-08-13",343376,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60381,21,""
"843","2024-08-13",343377,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60382,21,""
"844","2024-08-13",343378,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60383,21,""
"845","2024-08-13",343379,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60384,21,""
"846","2024-08-13",343380,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60385,21,"produces"
"847","2024-08-13",343381,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60386,21,""
"848","2024-08-13",343382,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60387,21,""
"849","2024-08-13",343383,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60388,21,""
"850","2024-08-13",343384,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60389,21,""
"851","2024-08-13",343385,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60390,21,""
"852","2024-08-13",343386,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60391,21,"produces"
"853","2024-08-13",343387,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60392,21,""
"854","2024-08-13",343388,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60393,21,""
"855","2024-08-13",343389,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60394,21,"produces"
"856","2024-08-13",343390,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60395,21,""
"857","2024-08-13",343391,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60396,21,""
"858","2024-08-13",343392,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60397,21,"produces"
"859","2024-08-13",343393,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60398,22,""
"860","2024-08-13",343394,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60399,22,"produces"
"861","2024-08-13",343395,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60400,22,"produces"
"862","2024-08-13",343396,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60401,22,""
"863","2024-08-13",343397,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60402,22,""
"864","2024-08-13",343398,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60403,22,""
"865","2024-08-13",343399,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60404,22,""
"866","2024-08-13",343400,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60405,22,""
"867","2024-08-13",343401,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60406,22,"produces"
"868","2024-08-13",343402,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60407,22,""
"869","2024-08-13",343403,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60408,22,""
"870","2024-08-13",343404,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60409,22,""
"871","2024-08-13",343405,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60410,22,""
"872","2024-08-13",343406,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60411,22,"produces"
"873","2024-08-13",343407,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60412,22,""
"874","2024-08-13",343408,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60413,22,""
"875","2024-08-13",343409,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60414,22,""
"876","2024-08-13",343410,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60415,22,""
"877","2024-08-13",343411,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60416,22,""
"878","2024-08-13",343412,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60417,22,""
"879","2024-08-13",343413,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60418,22,"produces"
"880","2024-08-13",343414,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60419,22,"produces"
"881","2024-08-13",343415,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60420,22,"produces"
"882","2024-08-13",343416,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60421,22,"produces"
"883","2024-08-13",343417,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60422,22,"produces"
"884","2024-08-13",343418,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60423,22,""
"885","2024-08-13",343419,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60424,22,""
"886","2024-08-13",343420,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60425,22,"produces"
"887","2024-08-13",343421,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60426,22,"produces"
"888","2024-08-13",343422,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60427,22,""
"889","2024-08-13",343423,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60428,22,""
"890","2024-08-13",343424,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60429,22,""
"891","2024-08-13",343425,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60430,22,""
"892","2024-08-13",343426,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60431,22,""
"893","2024-08-13",343427,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60432,22,"produces"
"894","2024-08-13",343428,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60433,22,""
"895","2024-08-13",343429,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60434,22,""
"896","2024-08-13",343430,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60435,22,""
"897","2024-08-13",343431,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60436,22,""
"898","2024-08-13",343432,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60437,22,""
"899","2024-08-13",343433,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60438,22,"produces"
"900","2024-08-13",343434,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60439,22,"produces"
"901","2024-08-13",343435,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60440,22,""
"902","2024-08-13",343436,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60441,22,""
"903","2024-08-13",343437,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60442,22,"produces"
"904","2024-08-13",343438,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60443,22,""
"905","2024-08-13",343439,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60444,22,"produces"
"906","2024-08-13",343440,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60445,22,""
"907","2024-08-13",343441,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60446,22,"produces"
"908","2024-08-13",343442,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60447,22,""
"909","2024-08-13",343443,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60448,22,"produces"
"910","2024-08-13",343444,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60449,22,""
"911","2024-08-13",343445,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60450,22,""
"912","2024-08-13",343446,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60451,22,""
"913","2024-08-13",343447,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60452,22,"produces"
"914","2024-08-13",343448,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60453,22,""
"915","2024-08-13",343449,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60454,22,""
"916","2024-08-13",343450,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60455,22,"produces"
"917","2024-08-13",343451,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60456,22,"produces"
"918","2024-08-13",343452,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60457,22,""
"919","2024-08-13",343453,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60458,22,"produces"
"920","2024-08-13",343454,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60459,22,"produces"
"921","2024-08-13",343455,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60460,22,"produces"
"922","2024-08-13",343456,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60461,22,""
"923","2024-08-13",343457,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60462,22,""
"924","2024-08-13",343458,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60463,22,"produces"
"925","2024-08-13",343459,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60464,22,""
"926","2024-08-13",343460,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60465,22,"produces"
"927","2024-08-13",343461,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60466,22,"produces"
"928","2024-08-13",343462,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60467,22,"produces"
"929","2024-08-13",343463,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60468,22,"produces"
"930","2024-08-13",343464,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60469,22,"produces"
"931","2024-08-13",343465,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60470,22,"produces"
"932","2024-08-13",343466,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60471,23,"produces"
"933","2024-08-13",343467,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60472,23,""
"934","2024-08-13",343468,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60473,23,""
"935","2024-08-13",343469,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60474,23,"produces"
"936","2024-08-13",343470,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60475,23,"produces"
"937","2024-08-13",343471,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60476,23,"produces"
"938","2024-08-13",343472,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60477,23,"produces"
"939","2024-08-13",343473,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60478,23,""
"940","2024-08-13",343474,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60479,23,"produces"
"941","2024-08-13",343475,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60480,23,"produces"
"942","2024-08-13",343476,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60481,23,""
"943","2024-08-13",343477,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60482,23,""
"944","2024-08-13",343478,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60483,23,"produces"
"945","2024-08-13",343479,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60484,23,"produces"
"946","2024-08-13",343480,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60485,23,"produces"
"947","2024-08-13",343481,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60486,23,"produces"
"948","2024-08-13",343482,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60487,23,""
"949","2024-08-13",343483,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60488,23,""
"950","2024-08-13",343484,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60489,23,"produces"
"951","2024-08-13",343485,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60490,23,""
"952","2024-08-13",343486,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60491,23,"produces"
"953","2024-08-13",343487,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60492,23,""
"954","2024-08-13",343488,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60493,23,""
"955","2024-08-13",343489,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60494,23,""
"956","2024-08-13",343490,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60495,23,"produces"
"957","2024-08-13",343491,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60496,23,"produces"
"958","2024-08-13",343492,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60497,23,"produces"
"959","2024-08-13",343493,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60498,23,""
"960","2024-08-13",343494,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60499,23,"produces"
"961","2024-08-13",343495,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60500,23,""
"962","2024-08-13",343496,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60501,23,"produces"
"963","2024-08-13",343497,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60502,23,"produces"
"964","2024-08-13",343498,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60503,23,""
"965","2024-08-13",343499,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60504,23,""
"966","2024-08-13",343500,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60505,23,"produces"
"967","2024-08-13",343501,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60506,23,""
"968","2024-08-13",343502,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60507,23,""
"969","2024-08-13",343503,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60508,23,"produces"
"970","2024-08-13",343504,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60509,23,"produces"
"971","2024-08-13",343505,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60510,23,"produces"
"972","2024-08-13",343506,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60511,23,"produces"
"973","2024-08-13",343507,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60512,23,"produces"
"974","2024-08-13",343508,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60513,23,"produces"
"975","2024-08-13",343509,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60514,23,"produces"
"976","2024-08-13",343510,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60515,23,""
"977","2024-08-13",343511,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60516,23,""
"978","2024-08-13",343512,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60517,23,""
"979","2024-08-13",343513,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60518,23,""
"980","2024-08-13",343514,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60519,23,"produces"
"981","2024-08-13",343515,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60520,23,""
"982","2024-08-13",343516,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60521,23,"produces"
"983","2024-08-13",343517,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60522,23,"produces"
"984","2024-08-13",343518,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60523,23,""
"985","2024-08-13",343519,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60524,23,"produces"
"986","2024-08-13",343520,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60525,23,""
"987","2024-08-13",343521,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60526,23,""
"988","2024-08-13",343522,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60527,23,""
"989","2024-08-13",343523,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60528,23,"produces"
"990","2024-08-13",343524,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60529,23,"produces"
"991","2024-08-13",343525,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60530,23,""
"992","2024-08-13",343526,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60531,23,""
"993","2024-08-13",343527,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60532,23,"produces"
"994","2024-08-13",343528,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60533,23,""
"995","2024-08-13",343529,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60534,23,""
"996","2024-08-13",343530,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60535,23,"produces"
"997","2024-08-13",343531,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60536,23,""
"998","2024-08-13",343532,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60537,23,""
"999","2024-08-13",343533,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60538,23,""
"1000","2024-08-13",343534,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60539,23,""
"1001","2024-08-13",343535,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60540,23,"produces"
"1002","2024-08-13",343536,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60541,23,""
"1003","2024-08-13",343537,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60542,24,"produces"
"1004","2024-08-13",343538,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60543,24,""
"1005","2024-08-13",343539,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60544,24,"produces"
"1006","2024-08-13",343540,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60545,24,"produces"
"1007","2024-08-13",343541,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60546,24,""
"1008","2024-08-13",343542,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60547,24,""
"1009","2024-08-13",343543,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60548,24,""
"1010","2024-08-13",343544,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60549,24,"produces"
"1011","2024-08-13",343545,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60550,24,""
"1012","2024-08-13",343546,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60551,24,"produces"
"1013","2024-08-13",343547,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60552,24,""
"1014","2024-08-13",343548,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60553,24,"produces"
"1015","2024-08-13",343549,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60554,24,""
"1016","2024-08-13",343550,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60555,24,""
"1017","2024-08-13",343551,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60556,24,"produces"
"1018","2024-08-13",343552,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60557,24,"produces"
"1019","2024-08-13",343553,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60558,24,""
"1020","2024-08-13",343554,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60559,24,"produces"
"1021","2024-08-13",343555,"word","animals","item_30","kangaroo/roo","kangaroo/roo","kangaroo",60560,24,""
